DP_PRIMARY_ID (CMS POS),DP_SECONDARY_ID (MUA),DP_APP_XWALK_DESC,
"187175","01287","CMS POS/MUA Crosswalk"
"107522","07113","CMS POS/MUA Crosswalk"
"392338","03025","CMS POS/MUA Crosswalk"
"236860","01568","CMS POS/MUA Crosswalk"
"458188","03306","CMS POS/MUA Crosswalk"
"751666","07330","CMS POS/MUA Crosswalk"
"045443","00192","CMS POS/MUA Crosswalk"
"453101","07137","CMS POS/MUA Crosswalk"
"15G483","06166","CMS POS/MUA Crosswalk"
"371545","07944","CMS POS/MUA Crosswalk"
"011643","00022","CMS POS/MUA Crosswalk"
"44G180","1479662151","CMS POS/MUA Crosswalk"
"377650","02746","CMS POS/MUA Crosswalk"
"041907","00223","CMS POS/MUA Crosswalk"
"15K060","1186105315","CMS POS/MUA Crosswalk"
"392846","02951","CMS POS/MUA Crosswalk"
"227009","01509","CMS POS/MUA Crosswalk"
"493421","1513066686","CMS POS/MUA Crosswalk"
"515165","03739","CMS POS/MUA Crosswalk"
"185249","1211126189","CMS POS/MUA Crosswalk"
"321944","02151","CMS POS/MUA Crosswalk"
"671676","05016","CMS POS/MUA Crosswalk"
"441973","03216","CMS POS/MUA Crosswalk"
"382557","02880","CMS POS/MUA Crosswalk"
"227662","01517","CMS POS/MUA Crosswalk"
"211910","07968","CMS POS/MUA Crosswalk"
"147126","00801","CMS POS/MUA Crosswalk"
"168960","07451","CMS POS/MUA Crosswalk"
"013970","07616","CMS POS/MUA Crosswalk"
"49L032","03635","CMS POS/MUA Crosswalk"
"682586","07817","CMS POS/MUA Crosswalk"
"193494","01343","CMS POS/MUA Crosswalk"
"403027","03907","CMS POS/MUA Crosswalk"
"482502","03924","CMS POS/MUA Crosswalk"
"683116","00541","CMS POS/MUA Crosswalk"
"511822","07730","CMS POS/MUA Crosswalk"
"017140","00021","CMS POS/MUA Crosswalk"
"448955","1471921110","CMS POS/MUA Crosswalk"
"041888","00167","CMS POS/MUA Crosswalk"
"441816","1477265961","CMS POS/MUA Crosswalk"
"141551","00801","CMS POS/MUA Crosswalk"
"141551","00827","CMS POS/MUA Crosswalk"
"044021","00155","CMS POS/MUA Crosswalk"
"461856","05215","CMS POS/MUA Crosswalk"
"141575","00886","CMS POS/MUA Crosswalk"
"751182","00274","CMS POS/MUA Crosswalk"
"343914","02471","CMS POS/MUA Crosswalk"
"131873","07227","CMS POS/MUA Crosswalk"
"181960","01301","CMS POS/MUA Crosswalk"
"427006","03078","CMS POS/MUA Crosswalk"
"15G797","07863","CMS POS/MUA Crosswalk"
"15G797","1181155511","CMS POS/MUA Crosswalk"
"371924","1406125325","CMS POS/MUA Crosswalk"
"031947","00141","CMS POS/MUA Crosswalk"
"183954","1211248124","CMS POS/MUA Crosswalk"
"061591","00445","CMS POS/MUA Crosswalk"
"142674","07692","CMS POS/MUA Crosswalk"
"231050","07762","CMS POS/MUA Crosswalk"
"741615","03347","CMS POS/MUA Crosswalk"
"571052","02225","CMS POS/MUA Crosswalk"
"747962","03276","CMS POS/MUA Crosswalk"
"741540","03499","CMS POS/MUA Crosswalk"
"941001","03684","CMS POS/MUA Crosswalk"
"151826","07274","CMS POS/MUA Crosswalk"
"377786","02754","CMS POS/MUA Crosswalk"
"377786","07729","CMS POS/MUA Crosswalk"
"441507","03228","CMS POS/MUA Crosswalk"
"131868","07360","CMS POS/MUA Crosswalk"
"042594","00148","CMS POS/MUA Crosswalk"
"682600","07264","CMS POS/MUA Crosswalk"
"793800","01876","CMS POS/MUA Crosswalk"
"671717","07302","CMS POS/MUA Crosswalk"
"15G655","07825","CMS POS/MUA Crosswalk"
"261105","01853","CMS POS/MUA Crosswalk"
"301512","02103","CMS POS/MUA Crosswalk"
"288538","02046","CMS POS/MUA Crosswalk"
"193917","01324","CMS POS/MUA Crosswalk"
"031933","00141","CMS POS/MUA Crosswalk"
"177065","06188","CMS POS/MUA Crosswalk"
"191535","01370","CMS POS/MUA Crosswalk"
"341056","02466","CMS POS/MUA Crosswalk"
"181518","1215998456","CMS POS/MUA Crosswalk"
"155551","07863","CMS POS/MUA Crosswalk"
"446717","03180","CMS POS/MUA Crosswalk"
"155551","1181155511","CMS POS/MUA Crosswalk"
"781862","00859","CMS POS/MUA Crosswalk"
"342710","02491","CMS POS/MUA Crosswalk"
"251031","01786","CMS POS/MUA Crosswalk"
"921530","00368","CMS POS/MUA Crosswalk"
"09G251","07861","CMS POS/MUA Crosswalk"
"751863","00276","CMS POS/MUA Crosswalk"
"741899","03478","CMS POS/MUA Crosswalk"
"178594","01172","CMS POS/MUA Crosswalk"
"459063","03371","CMS POS/MUA Crosswalk"
"681056","07293","CMS POS/MUA Crosswalk"
"681039","00588","CMS POS/MUA Crosswalk"
"10K056","07167","CMS POS/MUA Crosswalk"
"497493","03648","CMS POS/MUA Crosswalk"
"252534","01819","CMS POS/MUA Crosswalk"
"421985","07607","CMS POS/MUA Crosswalk"
"391069","02999","CMS POS/MUA Crosswalk"
"145314","00821","CMS POS/MUA Crosswalk"
"311928","02117","CMS POS/MUA Crosswalk"
"673433","03336","CMS POS/MUA Crosswalk"
"048513","00148","CMS POS/MUA Crosswalk"
"371905","02755","CMS POS/MUA Crosswalk"
"679714","03504","CMS POS/MUA Crosswalk"
"227669","01527","CMS POS/MUA Crosswalk"
"390183","1427758823","CMS POS/MUA Crosswalk"
"181923","1211141408","CMS POS/MUA Crosswalk"
"445527","1471321805","CMS POS/MUA Crosswalk"
"181957","01236","CMS POS/MUA Crosswalk"
"517134","03718","CMS POS/MUA Crosswalk"
"441872","1476002513","CMS POS/MUA Crosswalk"
"111682","00638","CMS POS/MUA Crosswalk"
"267659","01899","CMS POS/MUA Crosswalk"
"191678","01382","CMS POS/MUA Crosswalk"
"192043","01352","CMS POS/MUA Crosswalk"
"037291","07651","CMS POS/MUA Crosswalk"
"181955","1213520884","CMS POS/MUA Crosswalk"
"015465","00094","CMS POS/MUA Crosswalk"
"741904","03347","CMS POS/MUA Crosswalk"
"341531","02462","CMS POS/MUA Crosswalk"
"06C0001156","00455","CMS POS/MUA Crosswalk"
"268616","01863","CMS POS/MUA Crosswalk"
"747309","03363","CMS POS/MUA Crosswalk"
"447298","03219","CMS POS/MUA Crosswalk"
"101816","07090","CMS POS/MUA Crosswalk"
"251520","01819","CMS POS/MUA Crosswalk"
"421031","03089","CMS POS/MUA Crosswalk"
"437020","03133","CMS POS/MUA Crosswalk"
"231095","07778","CMS POS/MUA Crosswalk"
"182565","1216709712","CMS POS/MUA Crosswalk"
"107671","07263","CMS POS/MUA Crosswalk"
"371338","02736","CMS POS/MUA Crosswalk"
"741645","03278","CMS POS/MUA Crosswalk"
"331180","02365","CMS POS/MUA Crosswalk"
"251032","01801","CMS POS/MUA Crosswalk"
"461855","07134","CMS POS/MUA Crosswalk"
"342711","02456","CMS POS/MUA Crosswalk"
"181919","1217788661","CMS POS/MUA Crosswalk"
"497731","03596","CMS POS/MUA Crosswalk"
"032522","07193","CMS POS/MUA Crosswalk"
"177145","06203","CMS POS/MUA Crosswalk"
"852508","00602","CMS POS/MUA Crosswalk"
"678169","07319","CMS POS/MUA Crosswalk"
"185258","1219306009","CMS POS/MUA Crosswalk"
"448942","1472999459","CMS POS/MUA Crosswalk"
"151308","07274","CMS POS/MUA Crosswalk"
"157051","07825","CMS POS/MUA Crosswalk"
"361116","02641","CMS POS/MUA Crosswalk"
"155232","07845","CMS POS/MUA Crosswalk"
"417061","03048","CMS POS/MUA Crosswalk"
"751181","07340","CMS POS/MUA Crosswalk"
"371921","02726","CMS POS/MUA Crosswalk"
"152573","07887","CMS POS/MUA Crosswalk"
"443868","1477265961","CMS POS/MUA Crosswalk"
"421046","03064","CMS POS/MUA Crosswalk"
"401827","03888","CMS POS/MUA Crosswalk"
"11C0001455","00722","CMS POS/MUA Crosswalk"
"492695","03637","CMS POS/MUA Crosswalk"
"261565","01844","CMS POS/MUA Crosswalk"
"457107","03353","CMS POS/MUA Crosswalk"
"341039","02457","CMS POS/MUA Crosswalk"
"042595","00192","CMS POS/MUA Crosswalk"
"751847","00352","CMS POS/MUA Crosswalk"
"107544","07817","CMS POS/MUA Crosswalk"
"687004","07404","CMS POS/MUA Crosswalk"
"168584","01073","CMS POS/MUA Crosswalk"
"441550","1476097488","CMS POS/MUA Crosswalk"
"382310","02885","CMS POS/MUA Crosswalk"
"037242","07338","CMS POS/MUA Crosswalk"
"511955","03718","CMS POS/MUA Crosswalk"
"171512","06188","CMS POS/MUA Crosswalk"
"377737","07078","CMS POS/MUA Crosswalk"
"143878","07458","CMS POS/MUA Crosswalk"
"157598","07883","CMS POS/MUA Crosswalk"
"109705","07094","CMS POS/MUA Crosswalk"
"451930","03457","CMS POS/MUA Crosswalk"
"152510","06166","CMS POS/MUA Crosswalk"
"683160","1122736533","CMS POS/MUA Crosswalk"
"181841","1216709712","CMS POS/MUA Crosswalk"
"238700","07484","CMS POS/MUA Crosswalk"
"441969","03244","CMS POS/MUA Crosswalk"
"183475","1212442088","CMS POS/MUA Crosswalk"
"188954","01245","CMS POS/MUA Crosswalk"
"371337","02743","CMS POS/MUA Crosswalk"
"447561","1474345924","CMS POS/MUA Crosswalk"
"153864","1184124489","CMS POS/MUA Crosswalk"
"151978","07860","CMS POS/MUA Crosswalk"
"741922","03439","CMS POS/MUA Crosswalk"
"40C0001030","03855","CMS POS/MUA Crosswalk"
"187052","1211141408","CMS POS/MUA Crosswalk"
"458364","03508","CMS POS/MUA Crosswalk"
"671664","07179","CMS POS/MUA Crosswalk"
"671664","07467","CMS POS/MUA Crosswalk"
"054654","00326","CMS POS/MUA Crosswalk"
"571026","02365","CMS POS/MUA Crosswalk"
"534609","1563099253","CMS POS/MUA Crosswalk"
"168962","07451","CMS POS/MUA Crosswalk"
"265859","01872","CMS POS/MUA Crosswalk"
"671623","05210","CMS POS/MUA Crosswalk"
"427856","03064","CMS POS/MUA Crosswalk"
"44E446","1471321805","CMS POS/MUA Crosswalk"
"747446","03348","CMS POS/MUA Crosswalk"
"191922","01377","CMS POS/MUA Crosswalk"
"551158","00395","CMS POS/MUA Crosswalk"
"155231","1184124489","CMS POS/MUA Crosswalk"
"157687","00978","CMS POS/MUA Crosswalk"
"747033","03504","CMS POS/MUA Crosswalk"
"33H394","07424","CMS POS/MUA Crosswalk"
"037463","00113","CMS POS/MUA Crosswalk"
"38C0001043","07920","CMS POS/MUA Crosswalk"
"401830","03913","CMS POS/MUA Crosswalk"
"683198","07123","CMS POS/MUA Crosswalk"
"682609","06213","CMS POS/MUA Crosswalk"
"331089","1369196970","CMS POS/MUA Crosswalk"
"108380","00566","CMS POS/MUA Crosswalk"
"107742","05047","CMS POS/MUA Crosswalk"
"059668","07426","CMS POS/MUA Crosswalk"
"33H562","02383","CMS POS/MUA Crosswalk"
"515081","06209","CMS POS/MUA Crosswalk"
"751839","07365","CMS POS/MUA Crosswalk"
"496706","07813","CMS POS/MUA Crosswalk"
"258601","01760","CMS POS/MUA Crosswalk"
"531500","07718","CMS POS/MUA Crosswalk"
"492531","03576","CMS POS/MUA Crosswalk"
"107191","00563","CMS POS/MUA Crosswalk"
"28C0001058","1317251776","CMS POS/MUA Crosswalk"
"492693","07698","CMS POS/MUA Crosswalk"
"181968","1219678135","CMS POS/MUA Crosswalk"
"188950","1212550713","CMS POS/MUA Crosswalk"
"781844","00522","CMS POS/MUA Crosswalk"
"781844","00801","CMS POS/MUA Crosswalk"
"148221","07886","CMS POS/MUA Crosswalk"
"263304","01911","CMS POS/MUA Crosswalk"
"183451","1214378079","CMS POS/MUA Crosswalk"
"681031","00518","CMS POS/MUA Crosswalk"
"361111","02683","CMS POS/MUA Crosswalk"
"442700","1479662151","CMS POS/MUA Crosswalk"
"181325","1218950942","CMS POS/MUA Crosswalk"
"441852","1476002513","CMS POS/MUA Crosswalk"
"165595","01093","CMS POS/MUA Crosswalk"
"751772","07426","CMS POS/MUA Crosswalk"
"491586","07799","CMS POS/MUA Crosswalk"
"191957","01359","CMS POS/MUA Crosswalk"
"183481","1214429785","CMS POS/MUA Crosswalk"
"231012","07793","CMS POS/MUA Crosswalk"
"501898","03684","CMS POS/MUA Crosswalk"
"183492","1219306009","CMS POS/MUA Crosswalk"
